168,早饭吃披萨嘛,有一个彩蛋真的会更好
167,星子么么哒,看过的爱情片的启蒙作，太经典了！！！强推，主题很深刻
166,胃痛嗌你吔屎屎,感觉这个比时空恋好看得多
165,深井冰H,嗯恩蒽摁。
164,味光,看完之后想要好好 好好地珍惜生活的每一个瞬间 每一个人 也许未知的某一天后就再也见不到了
163,煊川,阅读理解考片段ˊ_&gt;ˋ所以跑来补
162,樯橹的JJ,结局虽然悲伤，但有着丰富的想象力，让人感觉，虽然虐，但不觉得心痛。
男主最后穿越来见爱人的那一幕让人感觉，他虽然已经不见了，但他依然活在自己爱的人心中。(⌒▽⌒)
161,神林朱鷺子,看了感觉挺无奈的，男主是死了么，但是怎么又能穿越回来？ps.女主小时候好可爱!
160,Zeolus,以前看的时候没有现在感觉震撼_(:3」∠)_
159,伊修哥ar,回复 @一只小母猪 :时空恋旅人是另一部啦
158,一只小母猪,这就是时空恋旅人啊
157,伊修哥ar,Up主可不可以上传一下时空恋旅人啊
156,一人结扎~全家光荣,......（/TДT)/
155,叔控型萝莉几多,感觉好棒啊真心把我感动到了
154,北境沦陷,qwq我小时候在电影频道看过些许片段一直以为是HE来着
153,keivechen,时空旅恋人大爱啊  ·········
152,猫未满,说有彩蛋的出来  看我不打死你  楼下
151,走野老,好不容易看完了 怎么说吧 整部片子特别不错 最后的彩蛋让人意想不到
150,yi菌,回复 @炸鸡块君GK :╮(￣▽￣)╭B站已经删了…
149,水边的阿笛,穿越回去见自己妈···好虐啊卧槽···
148,xiaoxiongbao,看了书来看电影，从头哭到尾！！！
147,番茄铃铛,Live in the moment.❤️
146,司马佛然,回复 @锦意阑珊 :u r so adorable~
145,阿川川川,两个是不一样的故事，都挺好看的【时空恋旅人会比这个要甜一点~
144,以头破砖の少年,另一种爱，看完留名 真心是好片 太多的启发了
143,大萌西瓜,(●￣(ｴ)￣●)
142,浅浅67,终于看了。。。。。。。
141,君岂,hhhhhhhhh
140,稻將370,虐死姐姐了。
139,鱼泡馒头,男主97年就结婚了好吗，一直很幸福
138,寻匿,本来准备看这个的，但看到这么多刷时空恋旅人的。。。于是
137,叫我卷发,被感动死了~~结局剩那么多时间竟然没有彩蛋！！
136,JoceTea静静,刷了几遍电影。所以小说是同名的吗?
135,Deadtoml,好看，大赞~
134,啃萝卜的貓_,没有彩蛋啦 你这个大屁眼子
133,基本无解89757,男女主角拍完戏就真的结婚，虽然后来离婚了
132,Mask再續,一秒穿越到法医=、=
131,Nazlin,叫亨利的都会裸奔么
130,锦意阑珊,另外突然想起一个很重要的事情！如果小朋友看到草丛里有个果体怪蜀黎一定能离多远离多远！！！各位家长要提醒小朋友注意！！现实十有八九都是变态！！(╯°口°)╯(┴—┴
129,锦意阑珊,接受这个设定后发现情节啥都挺合理的(看的时候脑洞炸了，还有想吐槽为啥没有女儿长大后的样子难道活不过十几岁不不不可能一定只是导演懒得再找演员。……内啥时间旅行应该还有个范围吧）。总之主线清晰明朗虽然主人翁在各个时空的穿行非常随机杂乱无章但电影却处理得很好逻辑清晰一点也不混乱(｀・ω・´)
128,昵称占用了名字,回复 @kathiechance :难道不是么，貌似是21世纪的第一个电影绿巨人
127,BBBabyG,喜欢瑞秋
126,张圈儿,卡死我了
125,kathiechance,23333
124,深巷里的流浪狗,  av2417153 第P7有
123,donkeyfrist,回复 @论百川胖次的重要性:原著结局是什么owo?
122,SakataYumi,被穿越者指定用妻给笑到了
121,请叫我LVL,建议大家不要一直刷 时空恋旅人 ，不是说那部剧不好但大家开弹幕是为了观影时不寂寞但如果你在这么感人的地方一直刷其他电影，我只能说你不尊重喜欢这部片很多年的朋友们
120,昵称占用了名字,男主角后来被伽玛射线射中变成了绿巨人
119,TOMAMMM,这个原作小说我也超级喜欢！看了不知多少遍
118,啦啦啦啦啦啦啦啦啦拉,oh mohter fuck，彩蛋呢，那个骗子你出来！
117,mini诺,咦咦咦(≧∇≦)，看完了再看一遍(●´∀｀●)
116,看什么看啊逗比,回复 @Monster丶宝 :应该就是穿越两次
115,李狗蛋子,一个为了有故事可写而诞生的病
114,妖孽看黄瓜,奥义.无限绿帽自我
113,maomao0412,当初还买了小说来看，超爱啊
112,Koheisama,更喜欢时空恋旅人
111,中二卖萌狗,这不是我一直心心念念梦想的事吗！！回到喜欢的人小时候去表白( ꒪⌓꒪) 
110,尤洁草,每次发病都赤裸身体穿越…
109,JIMFERNANDEI,结局说不上好也不算坏，但剧情真的让人感动
108,论百川胖次的重要性,还是喜欢原著，原著的结局更震撼………
107,阿显是个大逗比,慢性时间错位症是什么鬼
106,Xeath,前年年还是脱团狗的时候看了感慨万千 现在归团再看唏嘘啊羡慕嫉妒恨啊
105,Margaritawon,好看！QAQ
104,多米鱼,卡死我了
103,路痴娘,看过的超级好看！！！
102,小蠢叫空白,超好看的我以前看过好多遍
101,karlan,卡卡卡卡卡卡卡哭了。。

100,丶路人乙,up你要是敢传时空恋旅人我就敢刷5周目！（￣へ￣）
99,炸鸡块君GK,有啊 周末放映室第15期就已经推荐过了:http://www.bilibili.com/topic/520.html
98,炸鸡块君GK,男主进医院那段 克莱尔:&quot;他说有些人在追他 天在下雪 他进了一节车厢 之后有人走向他 然后他们..&quot; 大概是被人当成小偷 挨打了
97,虚幻梦,看完留名！
96,达涅尔与遗忘书之墓,初二时看的哭成狗......哎 ps：小说真的很经典
95,零度纪年,回复 @菲特与奈叶：都说了是原著了，而且西方性开放，有个性伙伴什么的夜没什么大不了的，这个电影里面男主被自己ntr了2333333
94,小⑨酒,我还是觉得原著更好看
93,狂乱MADAO,大学时无意中在图书馆翻到这本书，便一发不可收拾。。。后来兴致勃勃看了电影，然而并没有什么感觉。
92,IRISDAWN月,之前看过。男主简直不要太吊
91,睥睨之王,看完去看《时空恋旅人》
90,旋了个旋旋,不行哭的稀里哗啦的，要去看sp治愈下
89,希灵精兵,这部电影真的很好看，令人感动
88,路路红,泪目 要找点喜剧看看
87,秋田布丁,据说好看
86,久拾旧事,他的腿是什么时候伤的...
85,深呼吸余,(=・ω・=)
84,牛肉鱼丸,太棒不说了强力推荐
83,Monster丶宝,回复 @tdm4635:这我知道，问题是，第一次看到自己中枪的时候，那是怎么回事？不是中枪完后就回到圣诞夜吗？那之前怎么看到的？除非他穿越了2比才穿越回圣诞夜。
82,ふわふわ时间,一切都是命运石之门的选择
81,菲特与奈叶,我操，恶心的女人
80,狂热Miku死忠,EL PSY congroo
79,扁食拌面,推荐大家看小说，比电影精彩！电影毕竟长度有限删减很多原著的东西
78,森川静,强推这部，很久之前看的了，情节还是让我不能忘怀。因为能时间旅行，她们的爱也算是永恒的把;-)
77,木槿烟花巷,顺求47分58时的BGM QvQ
76,木槿烟花巷,好感人....哭瞎好几次QAQ
75,青の,好看！！！1！

74,东瀬 まつり,希望up们在发电影的时候能顺便写一下电影的评分(･∀･)
73,薛宋官,重温一遍。
72,Einon,时空恋旅人更好看
71,老玩具,当时看到自己NTR自己的时候惊呆了
70,一支火柴,挺感人的
69,烈焰成池,当年哭成***
68,西木野侦察机,回复 @Gaisen様:我一开始以为这个是about time，那个真的有泪点。
67,苍崎西果,第一次在哔哩哔哩评论。
66,苍崎西果,大学偶然买到的实体书，上着课就开始看，一发不可收拾，看了大概两天，夜里也熬夜看。心疼男主，死亡无法改变。又心疼女主和敬仰她，记得最后他们在未来相遇时，感动哭了。
65,苍崎西果,回复 @Trekkies～abie:李献计历险记？
64,苍崎西果,回复 @勾嘴白牙:真没觉得，小说的情节比这个多太多了。毕竟电影时间短。
63,苍崎西果,回复 @大侠丁典:没出成，印象中进去时要不快进去时推开了。只是跟男主成年再次相逢时之前跟别的男人睡过。
62,苍崎西果,回复 @EZ丨real:你猜对了，是个大妈
61,叒飏,眼泪不止啊(泣)
60,柴刀娘浅浅,泪目了。。。。。。。。。。
59,夏洛克·李,过来看看我秋女神。

58,Jassie誓不爬墙爱吾王,不管看多少遍都哭成狗
57,取好的名字不通过,男主可以穿越过去和未来
56,陆菌菌,只有我看不下去吗
55,tdm4635,穿越到未来发现自己死了呗
54,喵勒个咪QAQ,(=・ω・=)以前看过！真心好看！
53,Monster丶宝,男主是穿越被枪打的，被打到后是直接回到现在（平安夜）了？那之前怎么看到自己被射伤的画面的？不可能穿越到之后不回来然后又穿越到之前去吧？
