【BD·720P】【冒险/喜剧】白日梦想家 2013 【中英特效字幕】,65699,79,2793,3095,直传 主演：本·斯蒂勒  克里斯汀·韦格
影片主人公名叫沃尔特·米蒂，他是一名杂志社的相片管理员，过着再平庸也不过的生活。沃尔特生性胆怯，最喜欢做的事就是做白日梦,幻想自己成为英雄，到处经历各种冒险。某天，为了寻找一卷遗失的底片，沃尔特意外踏上一场真正的冒险之旅, 他必须跨出他平淡无奇的屌丝生活,克服内心的恐惧，勇敢追求自己的梦想 

