29,夜之朦朦,看得懂的人看的片
28,徒步工程组,回复 @杠大木：(´；ω；`)
27,但丁不二,群魔乱舞那里看的好刺激，其他地方并没有一点意思
26,托尼系咯哇,不是锤哥，那是他亲弟弟
25,0Gantz0,回复 @杠大木:(〜￣△￣)〜 你在逗我
23,腐眼看人都是基,6666(ﾟДﾟ≡ﾟдﾟ)!?
20,杠大木,不用方(°∀°)ﾉ  有我在
19,迦难,回复 @InfiniteMax :猜到了开头及发展，没猜到怪物的暴走及结局
18,徒步工程组,这部片子前面都不恐怖，就是后面所有怪兽那里大屠杀心里很不舒服，很压抑
17,Carven,我记得这部好像有***(°∀°)ﾉ
16,杠大木,导演；一切都是剧情需要
15,星雨爱月月,并不是雷神主演，他死的太早了
14,几把长在屁股上,回复 @三分夜色:我就是基佬
13,杠大木,我原来以为他是主角的(=・ω・=)
12,0Gantz0,雷神主演个屁 便当收好
11,酱油路过都让开,(&quot;▔□▔)/第一次看希望不要被吓尿。。。
10,三分夜色,回复 @几把长在屁股上:你这ID好意思说口味问题？（笑
9,InfiniteMax,What the fuck are you talking about?
8,ifritwei,对经典恐怖片的各种致敬，以及对恐怖电影业的嘲讽！
7,杠大木,老板加班了吗
6,杠大木,what?
5,迦难,oh myGod！oh my god oh my god  oh my god!
4,杠大木,不要问我好不好看，我觉得后面还不错
3,冰火奥之心,这应该叫恐怖搞笑片，一点都不恐怖
2,沫子酥,高中看过的！！超级棒！！！！当时一边躲着我爸一边看的…高三你们懂得_(:3」∠)_
1,几把长在屁股上,是你们的口味
