39,我才没有呆毛,这是一个有味道的彩蛋
38,雨季如风,另一个人，你是谁，因为什么看得这个(^・ω・^ )
37,花_满_楼,彩蛋羞耻普雷啊哈哈哈哈
36,花_满_楼,马(｀・ω・´)
35,白软糯米团子,彩蛋是个啥啊哈哈哈哈哈哈哈哈哈哈炮儿你哈哈哈哈哈哈
34,欧美dog,彩蛋23333333
33,An尼玛,for Heath Ledger 希斯在牢里那段 金发真苏
32,WL33,彩蛋真是233333
31,Mortalisaevi,逗比炮！
30,Armand亚尔曼,为了炮儿来补片(｀・ω・´)
29,不死人的奇妙历险,男人浪漫
28,莉莉妮特,为了炮儿把片补了,原来很久以前看过
26,黑夜为猫,修了个复
25,渣渣栗茶,挂了……
24,延坛四儿,求补档！
23,有诺瓦露为妻我真幸福,看到这只几梦的萝莉。忽然想看幼幼
吃着面包很想哭。father
我不愿我老来泣不成声221：

当周围人都反对你。维持你心中的道义。、如何呢
22,有诺瓦露为妻我真幸福,意外的冷漠。。。。。
21,哲学的早苗,有空来看看，却发现挂了.....
20,真理王,那是威廉华莱士好不苏格兰的英雄 去看看勇敢的心好不
19,大奶龙,但年玩帝国时代的时候就知道威廉华勒斯了。。打自定义每次都弄一队这个。无往不利
18,巨狼芬里尔,尼玛啊！小时候看dvd 与父亲对话那段我看哭了！
17,卡卡雅布,一直觉得女主是女神，原来只有我一个么坟蛋！(´；ω；`)
16,赤猴,神片，一直没机会再看。感谢up主。
15,Leya,哎。说女主不好看的人的审美观是得有多狭隘啊。异国风情的美感懂么？目光稍微开阔一点嘛。
14,春天的秋菜,好片！顶一个
13,krwlng,看见封面我就进来了
12,茶茶Sheen,噢！我的天，我那逝去的男神啊！看我的头像！55555
11,McRay,等这部电影很久了
10,lostnumber04,少男骑士传说
9,德福贝尔,铁匠女比贵族女好看啊
8,もうもう炭,（￣へ￣）
7,家家有本难念的经,（￣▽￣）
6,脸白白,小時候超喜歡這片子，鐵匠妹子最好看
5,Vincent of Rivia,我来缅怀希斯莱杰T-T
4,杰尼邦尼,全剧任何一个妹子都比女主好看。。。当然，女铁匠塞高！！！！！！！！！！！！！！！！！！！！！！
3,格蕾丝,谁组的圣骑！
2,汐翔云,╮(￣▽￣)╭
1,流星雙子,(￣3￣)
