0.0,2015-12-05 08:50:23,氰化钾别逗，烧死啊，更痛苦,73001f75,1,FFFFFF
0.0,2016-02-01 08:26:57,喔嘈    这是一个异乡约炮的故事吗,715dafba,1,FFFFFF
0.563000023365,2015-11-28 06:55:14,最后出现的男人好帅！！！,035cb5c7,1,FFFFFF
1.12908995152,2015-11-30 12:21:00,我爱你王彩香,221d5b51,5,E5AC0E
1.55200004578,2015-12-04 22:42:22,五六年前死活想看这个片子没找到资源……终于……,5b7ee47a,1,FFFFFF
3.72568011284,2015-12-02 02:52:19,最爱,e4957430,1,FFFFFF
4.96000003815,2015-11-29 05:38:09,第一,D5a7a9ce,1,FFFFFF
5.11999988556,2015-11-27 21:24:10,hi,759a24ae,1,FFFFFF
5.71400022507,2015-11-30 07:02:35,嗨～大家好，刚成为的会员，谁知道会员有啥好处呀,a85a0b08,1,FFFFFF
6.882999897,2015-12-01 10:41:01,好片,aa36f96a,1,FFFFFF
8.67099952698,2015-12-02 22:30:56,好片子，请看下去,23611b99,1,FFFFFF
9.09899997711,2015-12-01 22:21:10,162个小伙伴好,ed6ccc53,1,FFFFFF
10.0150003433,2015-12-04 00:36:17,大家好,D4cb87a7,1,FFFFFF
10.9026002884,2015-12-02 02:52:25,看无数遍了,e4957430,1,FFFFFF
11.390999794,2015-12-03 09:24:37,第一？,44e07b7f,1,FFFFFF
12.2620000839,2015-12-05 06:59:57,纪念已逝的人人影视……,09be0b4f,1,FFFFFF
13.2202444077,2015-12-09 20:59:19,吖吖,db908e5c,1,FFFFFF
13.5960998535,2015-12-01 06:58:00,会员才能发弹幕是不是,d5a4adda,1,FFFFFF
14.1843996048,2015-11-29 01:22:48,喜欢这本电影，第四遍,a5d2e5d6,1,FFFFFF
15.0039997101,2015-12-04 19:11:42,好看么,2bf42a63,1,FFFFFF
15.0150003433,2015-12-07 01:52:26,男主到结束的时候出现也是一个作家,95a5df4d,1,7C00D0
16.9239997864,2015-12-02 06:33:41,看过书，高中时超喜欢,6ef654e8,4,0BFFFD
18.9769992828,2015-11-28 07:11:36,好看吗,D6724dc1,1,FFFFFF
19.093000412,2016-01-15 18:42:57,每次看完心情都会很晴朗,8b0bbff4,1,FFFFFF
19.3789997101,2015-11-27 21:24:25,49个小伙伴你好,759a24ae,1,FFFFFF
21.8229999542,2016-01-22 14:17:10,很喜欢的一部电影,7bc3b716,1,7C00D0
23.3680000305,2015-12-04 02:44:35,26个小伙伴你们好 ,db96b9f5,1,FFFFFF
23.7740001678,2015-12-22 19:56:34,终于，下下来了!之前视频解析一直错误,38a70975,1,FFFFFF
23.9409999847,2015-12-09 07:35:17,我不是会员,D0519087,1,FFFFFF
24.0482006073,2015-11-30 09:10:46,最喜欢的电影 这辈子梦想去看看那栋房子 还买了全套小说,e409ff6a,1,FFFFFF
24.2479991913,2015-12-01 10:41:18,看完之后推荐强力,aa36f96a,1,FFFFFF
25.2150001526,2015-11-30 08:25:14,会很浪漫的样纸,8f3e5301,1,FFFFFF
26.8320007324,2015-11-30 06:13:00,看过好几遍 ,03351e1a,1,FFFFFF
28.2110004425,2015-12-05 23:06:23,一开头菊花！,44c86e91,1,FFFFFF
28.6210002899,2015-12-05 03:13:17,会员是什么，，,9eafff7f,1,966D09
28.7968997955,2015-12-02 08:48:26,啦啦啦,09307fc2,1,FFFFFF
29.188999176,2015-12-19 04:53:17,大家好,D4c6464c,1,FFFFFF
30.7059993744,2015-12-06 06:44:01,38個,a111ba1f,1,FFFFFF
36.5209999084,2016-01-12 09:57:03,说菊花你认真哪么 明明向日葵,7bd91682,1,FFFFFF
37.2599983215,2016-01-27 13:40:04,mmm,D052148a,1,FFFFFF
37.7099990845,2015-12-20 04:23:29,卧槽 密恐犯了,536eca08,1,FFFFFF
38.1489982605,2015-12-01 06:11:13,这是男主？有点想弃,2e11bb0e,5,0200E9
38.8959999084,2015-12-02 06:36:11,这个不是男主啦,6ef654e8,5,0BFFFD
39.4560012817,2015-12-08 07:17:09,🔝这个看脸的世界🙈🙈🙈,b7a2217a,5,FFFFFF
41.138999939,2015-12-06 07:19:11,明明是向日葵,2c8c1c9d,1,FFFFFF
42.3521118164,2015-12-05 07:45:37,饥饿游戏最后一部那个哑巴,24501ef9,1,FFFFFF
42.4970016479,2015-12-02 03:38:38,23个小伙伴~~,9d914885,1,FFFFFF
43.5519981384,2015-12-06 04:40:08,葵花！！,54d408c4,1,FFFFFF
43.6660003662,2015-11-28 00:04:23,这部电影真的是看了无数遍，每次心情不好的时候就要看,2c8a5a32,1,FFFFFF
44.1819992065,2015-12-01 22:25:41,同名的书更好看啊看了好多遍！！,71271beb,1,FFFFFF
49.0789985657,2015-12-24 10:12:06,Christina Yang！！！！,e82e7ce0,1,FFFFFF
51.0579986572,2015-12-05 03:14:18,贝雷帽的是实习医生格蕾里的，，，,9eafff7f,1,966D09
51.1809997559,2015-12-06 23:52:29,好看么,302c303b,1,FFFFFF
51.2372550964,2015-12-03 22:19:50,Yang！,ce6f69c7,1,FFFFFF
52.7645988464,2015-11-28 02:30:24,+1,a8306a8a,1,FFFFFF
53.5789985657,2015-12-04 09:46:32,讲的什么啊,d62637bd,1,FFFFFF
53.7159996033,2015-12-05 20:35:09,有福利吗,0d501fb7,1,FFFFFF
54.6839981079,2015-12-02 00:01:57,yang！,62dee8c2,1,FFFFFF
54.9640007019,2015-12-05 21:41:23,doctor Yang,590fc968,1,FFFFFF
55.1539001465,2015-12-01 12:32:28,我见到christina,da396372,1,FFFFFF
56.8079986572,2015-12-12 07:07:26,人群中戴帽子那个才是男主吧,dd248acf,1,FFFFFF
