【科幻】年鉴计划2015 【中英双字】,88610,96,2092,1652,电影天堂 影片讲述美国几名青少年无意间发现了一个时光机器，他们在时光旅行中改变着自己的过去和未来，但是在他们随意改写了历史之后，周围的世界也发生了不可思议的变化。

