22,籠岛緑,结尾简直好听到浑身鸡皮疙瘩qwqqq字幕组良心到飞起来我的天……
向字幕组奉上所有的敬意！！！
21,我家有猪猪,(=・ω・=)棒棒哒
20,阿丹琪,ꉂ ೭(˵¯̴͒ꇴ¯̴͒˵)౨”
18,Honnney,德国队阵容超棒！！！炒鸡良心的电影！从制作到字幕！！！！（不得不说女主对上德国女队长的时候真是萌的一比啊啊啊我不行了）
17,tsuii,拉了一下 不错 现在看
16,Yankeeee,没第一部好看。。。
15,闹闹hhh,好看哦
14,D女伯爵,贝卡好漂亮，歌好棒
13,腹黑の秋人,最后的迷之泪点
12,四夕豆,看到毛骨悚立还以为是恐怖片…空眼太厉害躺枪
11,四赤,NICE！
10,SDOG,歌曲相当喜欢！
9,吾心悦之,喜欢音乐！
8,命运石之门选择的哭木,挺好看的。
7,闷烧蛋,2在这，有1么
6,summergrace0203,超爱的，看了好多遍都不腻
5,章鱼烧还是张雨芊,好看(ฅ&gt;ω&lt;*ฅ)
4,清颜大老爹,完美音调2，b站很早就有了吧
3,打个饱嗝,看标题还以为是恐怖片。。。进来才知道是完美音调2啊。。。里面有个选手组是Pentatonix，推荐他们的歌！
2,安东尼马,ε=ε=(ノ≧∇≦)ノ
1,clxssg,朝气蓬勃~
