【高清】【喜剧/校园】Pitch Perfect  2  让你浑身毛孔竖起的歌声 【中英字幕】,40636,25,1037,1635,百度云 我看到这个电影后实在是太喜欢了，所以弄来了资源，如果审核过了是up我的万幸，如果没过，好吧，没过就没过吧。反正我是看爽了。
剧里音乐全都有标出，大家尽情欣赏吧。
