【1080p】【剧情】这个杀手不太冷 Léon (1994),103228,158,4744,8899,  这个是上个月发行的美版的4K修复版蓝光光碟片源，画质比日版好了些0.0★★特效字幕来自CMCT——@lihaoanjing   
字幕翻译：启点字幕组
