174,槽点满格,(￣ε(#￣) Σ
173,那夜0床塌了,超长献血广告
172,ForFree1,说有花絮的 滚我出来 老子保证打死你
171,喵呜球,好！15.11.02
170,夜酱~,最烦那些动不动就说渣男的人 让你得超能力你能记得你老婆就不错了 话说回来 你们有老婆么？
169,工藤咲,结局赞！超级喜欢金凯瑞啊ε=ε=(ノ≧∇≦)ノ
168,老夫的少女粉,我点错了 up主本来是想看简介的 错点举报了
167,waterTheF,(●￣(ｴ)￣●)
166,潇湘听竹语,重温一下
165,道破灬天机,片子很好！！！感谢金大师！！
164,第三新,看个喜剧能不能不那么较真otz动不动就男主渣啊过分啊，在现实里确实是过分，但这是一喜剧啊....
163,の丧尸刘翔,看完后我就忘记了开学了。
162,倥佰中獨舞,除了一***红字，其余完美
161,岁月随心KK,看电影还是不能开弹幕
160,WWW团团长,他们sb没办法(-_-#)
159,单纯妹控,看个喜剧片都tm一堆圣母婊(苦笑)
158,歌弦,可以啦！！！
157,歌弦,无限小菊花。。。
156,坚守着的行走,看到最后弹幕说后面没花絮的感觉好好笑╮(￣▽￣)╭
155,卷子小姐你好,2015.8.4

154,SOX参谋长,2015年7月31日 03:44:38
153,Minazuki丶Ruka,每个人都有属于自己的美好的愿望，然而，却总是在祈祷外力能帮自己实现愿望。为什么不试试使用自己的力量去实现那些美好的愿望呢？即使最终没有达到愿望的预期效果，但也胜于原地不动。
152,nicolla,看了这条评论果断***←_←
150,洛卷卷丶,女主的名字好像是某安全套的(ﾟДﾟ≡ﾟдﾟ)!?2333
149,菊达斯,我以为这种搞笑吐槽片的弹幕会很欢乐……我特么大错特错了(ノ=Д=)ノ┻━┻
148,时代の偽物,来看上帝！！！！！
147,盈YING,开弹幕看简直烦死了，那些秀智商的键盘斗士能不能不要看喜剧啊，既然这么有优越感就该去看科教频道，跑这来秀什么
146,吃叶子的昊子,当人的力量接近上帝时离成为恶魔也就不远了
145,盈YING,看了几遍了还是喜欢
144,Sky505090860,记得小时候电影频道上有放，不记得是第一部还是第二部里有男主角用能力让女主角直接高潮的地方，大人就笑然后说少儿不宜小孩子不要看(๑•ั็ω•็ั๑)
143,Ayres,好看！小时候看的超级喜欢wwww
142,一人挑起万人灯,希望键盘斗士们不要用现实的目光来衡量男主，说他渣男之类的话，喜剧片而已，看得开心就好。
141,白菜君,2015年5月29日 02:48:29
140,白菜君,确实。。
139,罗夏尔,再看一遍还是好看
138,sod22,希灵帝国吗？
136,呆萌呆萌丫丫,Σ(ﾟдﾟ;)粤语版的什么鬼？ 脑补之后感觉好可怕
135,陽咩,(^・ω・^ )
134,荒木庄大院,我的基督教老师推荐这部电影
133,黑子兔,骂人的脑子有坑(〜￣△￣)〜
132,lostergr,美国小甜心这时候还是好看
131,你看我无不无奈,没必要骂男主啊，大多数屌丝（其实是99%的人突）然得到了这种可以为所欲为的能力，都会干些荒唐的事情吧，电影只不过夸大了演绎出来罢了
130,你看我无不无奈,不管压力多大这些都不是你对家人发泄怒火的理由，弹幕一口一个小学生没压力的，明确告诉你们你们才是小学生，装作大人教育小孩？come,别闹了洗洗睡吧
129,1813,六分钟诅咒简直...码着看
128,度1111115,布鲁斯诺兰、长得像诺兰，发型像诺兰，摩根弗里曼还说过“布鲁斯，你就像你爸爸一样”这难道是蝙蝠侠黑暗骑士？
127,单纯的强丨小鸟,这个小时候看过，觉得太吊了……= =比如上帝的手指就是除颤机
126,电波男一号,突然想到来回顾下，真心好片~
125,Jonathan,金凯瑞好萌！瑞秋当年女神(⌒▽⌒)
124,若粼陌嫣,(￣3￣)
123,芍药山间一只喵,花絮激萌！
122,灰星蓝雨,结尾有花絮哦
121,A24さん,看了3遍。。太好看了
120,坑爹某波,挂了！？
119,MI‘饭’,挂了？？？？
118,糖肉包,笑pee了！
117,梦屿千寻Siworae,后半段每30s一卡 我也是强行看完，（￣▽￣）
116,辣炒年糕君,真的好久没看到这么卡的 了
115,下面两孙子,前面一个地球转完我这边天都快亮了(●￣(ｴ)￣●)
114,SakuraAurora,卡到没朋友！！！！！！！！！！！！！！！！！！！！！！！
113,SakuraAurora,(｀・ω・´)卡到哭啊！！！！！！！！！！
112,中二の榴莲,刚看完肖申克的Red，，来这儿看上帝
111,青之羽鸟,看完了(｡･ω･｡)
110,1234丶再来一次,这个以前貌似看过不过再看一遍也好 值得重温
109,Script,不是满弹幕嘛。。。。
108,KuroKame,怎么没弹幕啊。
话说 = = 挺喜欢这电影的。。。
算童年系列？
107,少少,以前看过一句话,大意么:神并不是象征地位和力量,相反他只是一个职位职称,在这个职位上则需要承担相对应的责任.
106,XX生,补完撒花
105,xiong22334,(^・ω・^ )
104,花ミク好きです,卡咔咔咔咔咔咔咔卡卡阿卡
103,Luta汪兔水,啊啊啊啊啊啊啊啊之前找了下B站没有现在有了好开心这个我超喜欢！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！看了多少遍都不厌！！！！！(￣ε(#￣) Σ
102,维何,声音好小（/TДT)/
101,阿小普,_(:з」∠)_好看~~~看完感觉整个人都轻轻松松的~~
100,墙角的米,同0w0，握爪
99,夏苏荷,周末放映室过来的0v0
98,春哥是我的菜,233333333333
97,希尔薇TEFE,10M卡死 
96,风吹蛋蛋凉,刷新下又好了(￣3￣)
95,风吹蛋蛋凉,挂了？？？

94,小鸟游布丁,最后花絮笑尿了
93,木鬼,晚上再 认真看  今天没时间了】

92,独伊特,好评啊 去看第二部去
91,御坂仁勋,（￣▽￣）
90,星落一点光,╮(￣▽￣)╭第一部留个脚印 顺便第二部真心好看 不要一说演员不是金凯瑞就BB 不想看没人拦你
89,妖精さん,唐马儒(￣ε(#￣) Σ
88,禽兽放开那女孩让我来,我看到了 黑屏Σ( ￣□￣||)
87,禽兽放开那女孩让我来,嗨  缘分啊
86,独伊特,很卡吗？？那看个毛哦
85,刀剑门徒,卡死啦啊啊啊啊啊啊啊啊啊啊啊啊啊啊
84,月亮还有月亮,无限小电视是怎么回事……
83,内幕没商量,好卡卡卡卡卡卡卡卡卡卡啊！！！！！！！！！
82,二十四小时无限挖坟流,为什么我看电影都这么卡呢！！！
81,对镜晨妆,好治愈阿，让人看到希望。
80,すべて終わり,←_←看完八公来治愈一下
79,青の,(｀・ω・´)
78,饭饭饭饭团儿,╮(￣▽￣)╭边笑边哭 。。真的伤身
77,Gabone,好棒！啊
76,伊沙修,超喜感的片子，哈哈哈
75,伊佐那マリ,这片子当年很喜欢啊
74,故劍何尋,哦 看样子可以丰富屏蔽列表 23333
73,雨季SAME,看到电影里一群喷男主的真是忍无可忍. 首先这是一部喜剧片. 别刻意去刷存在感. 别人还要继续看电影.   估计喷男主的也都是没有经历过什么挫折的人. 你了解当时他的情绪? 这部电影特地拍成喜剧是别有用意的. 如果你是男主. 在什么事情都不顺心还和亲人吵架时 还要被别人说 “没用” “这样的男人真不值得”. 你什么心情?   想说的太多了 就先这么鸡血一下吧..  总之请不要再这样了.
72,克苏鲁发糖,戳中泪点。。
71,羊头居士,一片片的“男主太渣活该”“小人得志真屌丝”“看这段我笑不出来”，显得你自己多高尚一样……一个喜剧而已，看不起就右上角，真恶心
70,玖夜是总攻,(╯°口°)╯(┴—┴卡死啦！！！！！
