【豆瓣高分/犯罪】末路狂花[thelma &amp; louise] 1991 【人性释放/俩女无男主/自我毁灭】,53253,61,1663,3659,自己下的，忘记出处了 两个女伴渡假之旅，走上了一条无法回头的绝望之路。
【豆瓣评分8.6，一部关于女权、关于人性解放的片子，里边经典的美国荒原场景和BGM很让人印象深刻，BGM：marianne faithfull - the ballad of lucy jordan，pete haycock - thunderbird。关于百合：这片更多是关于上世纪女权解放的，除了最后两个女主自杀前的那个吻，基本不涉及百合情节，见百滚者谨慎入坑】
