336,陆小唯,当我们看不见黑暗的时候，是因为有人用自己的光芒挡住了黑暗T_T
335,大嘘,有人说怪弟弟目光短浅，有人说怪老婆太傻被跟踪，有人说怪黑佬死缠不放，但我想说的是，当主角踏进这滩浑水的时候就已经没有什么人可以责怪的了，我以为主角在最后会为自己行的事付出代价，可能会死，他确实有，在他失去一切的那一刻起他确实与死无异了，凯奇好久都没有像这样的好片了，可惜了这位影帝
334,啸风真人,真的很好看！感觉那个什么总统才是拉主角下水的真正‘黑手’，让主角真正变成大生意人，帮主角杀人，拿钻石找他的人都是他！（而且全片他的手一直是黑的！这一定是导演的隐预！(｀・ω・´)）
333,非尹,弟弟的选择应该是为了救赎自己，救赎那个只能靠毒品来逃避现实的自己，他的良心遭受谴责，寝食难安。都是世界的错！
个人看法！
332,花落不见故人归,真理在大炮的射程内。
果然重温的感受还是这句话。
331,最珍贵的宝物,(｀・ω・´)中国是五大流氓之末 美国才上罪大恶极的老流氓 
330,最珍贵的宝物,回复 @安心西马西塔 :(｀・ω・´)求里番啊  老师傅 
329,疯人院之王,错，戒撸最好的方法是找个女人。
328,陌沫默寞,人类追求的东西从来不是和平，而是利益。个人的，集体的，物质的，精神的满足，这些说到底都是利益而已。人们只是想要得到自己想要的东西，只不过有些人打着正义的旗号，有些人打着道德的旗号，有些人打着自由的旗号等等。
327,吃核桃不吐核桃皮,好棒的电影。 
326,炒鸡hdh22,重温
325,kylekylekylekyle,aaaa
324,好狗都被逼日了,话说回来，难道没有军火商就没有战争了么？人类哪怕是用牙齿都能打起来
323,燕尾西服,我觉得楼主说的挺好的呀！
322,可可妞奶,自古以来世界上就没有所谓的和平，二战结束以后到现在世界上只有23天没有炮火，一切的繁荣与光鲜都是表面，隐藏的黑暗是你我都看不见的，但至少能感觉到，作为一个人，大家扪心自问，当生存与利益冲突时，大无畏的和平真的存在吗？而我们嘴上说的和平就像影片里的尼古拉斯凯奇，都只是一种必要存在的东西，用来安抚与忏悔那已经犯下的罪罢了。
321,浡珏,= =这么久没看~居然这么多人要烧我~
（￣▽￣）（￣▽￣）
320,零·次元突破,弹幕里有个红字真是，吃着地沟油的命，操着全世界的心，中二幼稚到不行
319,猫的胡子,战争与和平，人类永远都在两者之间徘徊。
318,我是至今,兄弟是个有故事的人
317,犬王麻鬼,我也想卖军火，然而我没钱。
316,安心西马西塔,戒毒更难戒 因为戒毒很痛苦的   谁都可以戒撸 只要心态放好一点就可以了 还有  色这个东东是人之常情  七情六欲懂吧呵呵
想路就撸  但是  一个星期  撸个两次就可以了  不要每天撸  不然你很累的   有时我有点感觉空虚寂寞看点图片 看点里番  只不过是一种慰藉感
 想释放一下压力 
315,JCget,说得太对了
314,墨蕭丶,这电影的精髓就在最后尤里的一段话(｀・ω・´)
313,生吃熟狗,片子略残酷，很庆幸天朝是战争的卖家而不是买家，战争买卖这种行为无法否认，但是我无法对此感到自豪或是高兴，人类也许永远得不到真正的和平，但对和平的向往却没什么不对，好像很多人不喜欢弟弟，也许他最后死的有些滑稽，但他对选择人性却不能称为错误，搞坏他脑子的并不是毒品，而是最平常的家庭的温馨与和平的生活，人类永远对和平有近乎狂热的追求以至于他们选择的手段是战争
312,约翰·人渣·康斯坦丁,因为。直男癌这三个字，是更加大写的大男子主义，这群孩子还在思考整天拯救毁灭世界，这词虽然傻屌，但是他们还用不上。
311,约翰·人渣·康斯坦丁,直男癌这***词汇确实不要太多，别人一言不合都要惯上这个名头。刷弹幕的人，我只认可是小学生。
310,秋子阿姨我爱你,好片！！！
309,洗衣君,我居然看完了
308,洗衣君,有9个人陪我看。。。

307,匿名者无敌,顶
306,身临奇迹,回复 @甩甩君 :他们才是中二。
305,身临奇迹,我兔才不会这么厚黑呢(=・ω・=)
304,事实是无法承受之重,尤里作为一个军火商他是合格的，但作为哥哥，他从没有更加深入的了解自己的兄弟（从吸毒事件之前就可以看出），作为哥哥做的并不够好。
弟弟作为弟弟，没有顾及哥哥的立场出手救人，作为家人做的不该的，但这是从人性善意的一面讲没什么不对（个人感觉像扶老人的问题差不多，出于善于扶老人，却可能给家庭带来祸事）。
妻子没有背叛丈夫，她发现了仓库但她没有告发，是探员跟踪找到了仓库，她带走孩子是为了更好的教育，尤里之后的确可以为政府效力，但一旦政府有了更好的使用对象，尤里下场可想而知，妻子本没有什么错，她之前劝说尤里不要做军火，除了父母死亡的原因，也有为了家庭的安定的考虑，所以那些刷jian女人，拖后腿的真是三观不正。
探员是本剧品格最接近完美的人，虽然后期接近偏执，但他依旧遵守法律，那些骂这个角色的不明白脑筋到底怎么长的。
303,枫华秋悦,想什么呢？我们是生产商不是经销商，那些脏活我们不会去干，我们只是卖给主要的几个国家，至于他们怎么转手就和我们没关系了。
302,总有妃子被朕害,_(:3」∠)_猴，猴猴猴猴，檀木清了，世界清静了，不用看小学生和键盘侠BB，好舒服
301,别开炮是朕啊,回复 @横戈 :所以说冰岛他们的人民都在当奴隶，天天地沟油吸雾霾，国家禁止人口迁移，封禁互联网，人民都生活在水深火热中是吧？
299,别开炮是朕啊,回复 @横戈 :不是说好了没有军力就没有和平嘛，这些国家都应该分分钟在战乱中啊，怎么回事啊，层主你告诉我
298,再见雁门关,回复 @别开炮是朕啊 :所以你想表达什么呢
297,再见雁门关,所以你想表达什么呢
296,别开炮是朕啊,所以世界上很多没有军队的国家一直都在打仗，对吗？比如冰岛，摩洛哥，斐济，列支敦士登，巴拿马，马尔代夫等等等等
295,别开炮是朕啊,加拿大r18，法国r12，这俩真好玩
294,别开炮是朕啊,自己看吧，资料

Lord of War 
Germany:16 Iceland:16 Norway:15 Sweden:15 UK:15 USA:R Australia:MA France:-12 Taiwan:R-18 Brazil:16 Netherlands:16 Argentina:16 Canada:18A Singapore:M18 New Zealand:R16 Portugal:M/16 Switzerland:16 Hungary:16 
293,别开炮是朕啊,这电影人家是R16的，本来就不是给小学狗看的，只不过我朝没有分级制度而已.
292,停不下来了,（￣▽￣）烂片之王难得良心
291,天才初夜,最大的军火商就是五大流氓
290,beween,这部电影真的不太适合小学生观看，尤其是那些崇拜主角的，仇恨美国的，仇恨共党的，仇恨女人的。
这部电影只是陈述了一个相对真实的故事，它并没有，去说教或者传递什么。
五大流氓出现在片尾也没什么好激动的，整天我兔腹黑下大棋的兔小将和兔小将的敌人纳兔们也别互相高潮了，说到底中国和世界怎么样也不是靠你们推动的，好好生活做自己就行了
288,最珍贵的宝物,(╯°口°)╯(┴—┴ 卧槽  弹幕里的——把福利镜头暂停  然后成功存入大脑  以后打飞机的时候用  要逆天啊啊啊！！！！  (╯°口°)╯(┴—┴(╯°口°)╯(┴—┴(╯°口°)╯(┴—┴ヽ(`Д´)ﾉ
287,最珍贵的宝物,老司机这么多  快大声告诉我  撸管和吸毒  哪个更难戒除？？？
286,持续的真实伤害,回复 @萌大奶爱欧派:哈哈哈笑死我辣
285,缘桅,烧死(╯°口°)╯(┴—┴
284,巴拉拉大魔尊,原来b站藏着这么多军火商和毒贩子ε=ε=(ノ≧∇≦)ノ
282,LoYken大魔王,是潘森么？
281,QAQ饿,弹幕智商堪忧，B站卧槽
280,勿忘梦想,在这个人类世界里,和平总是需要牺牲才能达到,再说了和平时期更需要有强力的武器保护自己,只有战争才能拿带来和平,,而并非是喊喊口号,军火的收入能够给国库增加资金,要不然咱们能够奔小康么
作为一个中国人,我们有着厚厚的血泪史,现在的生活都是前辈用枪杆子打出来的,没有军火怎么能够保卫家园,守护家人,捍卫祖国?
说得更好玩一些,你们觉得军火生意不人道的话,那被你们吃的各种生物,你是不是更应该怜悯一下呢,你身上穿的,你使用的哪一样是自然界中本来就有的?还不是我们人类为了发展破坏自然而得到的,在你们使用物品,饮食的时候你们会想到你们的行为不符合人道主义么
为了生存,本来就是你争我抢,物竞天择,我们生在中国是我们的福气,与其悲天悯人,倒不如为了自己的人生负责,那样会好得多
279,QAQ饿,像妻子说的，it’s wrong，我不随地吐痰别人也会这么做，很多人就是这个逻辑，是非爱恶大家自己评判吧
278,磊落的绅士,经典，金典！
277,水晶咕咾肉,你这id好熟，好像文章区的。
276,金陵执金吾,心疼我凯的发际线
275,流年在了,( ´_ゝ｀)你家小孩知道你喜欢复制粘贴吗
