274,老赖君,这一次终于不是烂片了(ಡωಡ)
273,再见雁门关,那不好意思，中国不只是干这种事而且几千年来还一直在干，当然冥国除外╮(￣▽￣)╭
272,若灵犀,钱三百（*/∇＼*）
271,祝傲西,自己的国家强大了，人民才能安居乐业，你自己弱小被别人欺负，就没有资格讲正义不正义
270,◆▲◆神棍,说了多少遍不当圣母，特别是伪圣母，就是那种吃着牛羊肉叫嚣着要保护狗的，没有所谓正义与否，只是站的角度不同罢了
269,香菜不是人吃的,回复 @coldhot3 :今年第三了，第一美国，第二俄罗斯
268,香菜不是人吃的,上联大谴责5流氓的卡大佐在天国看着呢╮(￣▽￣)╭
267,最强龙裔LDB,这电影多好啊，俗话说有多大能力揽多大责任，你要是能只手打平非洲军阀维护和平随你的意思。但是主角没那个能力，他只会卖军火，所以无所谓正义不正义。
266,清明午夜雨,这电影的精髓就在最后尤里的一段话。
265,甩甩君,入了这行，就要遵守这行的规矩。就算是卖军火也要有职业道德。思想没有达到这一步，做了害死自己的事也是活该。
264,甩甩君,回复 @老游侠:这世界不是白与黑的对立。而且卖军火的北方工业不知道会滥杀无辜吗？你以为叙利亚中国没有插一脚？他们吓尿裤子了吗？
263,草头天子,那至少加个引用啊，你这么说谁不以为是你说的
262,辉夜次,你居然没被烧死？(((o(*ﾟ▽ﾟ*)o)))
261,艾鲁戴斯,( ´_ゝ｀)我发现有的人并没有搞懂重点。故事主角原型维克托的判罪罪名是在世界各地煽动及支持战争，向恐怖分子出售军火，而之前指控的向联邦特工出售军火未遂，共谋杀人罪都没有成立。其实不论是军火商也好大国也好，卖军火不能说对错，也根本不能评价对错。就像电影里那个老军火商说的，作为军火商必须take sides，这样，总有一边认为你是对的，那么你就是对的。最后男主也和美国军方合作了，去支持了敌人的敌人，这就是take sides。
260,菊花猴,回复 @Drippy稻子:他说的是你的结论吧，这么看是有点。
259,雨中某日,回复 @萌大奶爱欧派:所以呢？不知道你要表达什么？
258,骑狗的熊孩子,做个普通人就好 哎

257,不回老家结婚,不管怎么说，那些喷弟弟的，都回去学学什么叫良心
256,metalnoodle,看完觉得很难过
254,火莫焚,很深刻啊

253,裙窥绅士,不开弹幕就行了，喷什么喷，你是QQ会员嘛？
252,太液星殇,看完表示这果断是拍给五大流氓看的（￣▽￣）
251,辛迪5,神作顶一个

250,朝阳区热心群众,这里是斯巴达？
249,MARK中士,枪械无罪，有罪的是扣扳机的人
—卡拉什尼科夫
248,freedom晴空,如果你决定干这行就不要有良心，如果你有良心就不要干这行
247,Lelouch❤C.C,看到祖国这么流氓我就放心了！！！！
246,圣爹的节操,我们干死美国是我们的正义，美国干死我们是美国人的正义，你的出身决定你只有一个选择，认为我说的不对请想想美国铁路下华工的尸体
245,花落不见故人归,贴吧评论：什么叫植入广告的最高境界？这就是！
最喜欢的电影，没有之一，讽刺和现实意味很强，无论是打着反战旗号事实却是广告，为了维护世界秩序的联合国五常却是世界军火销售前五，绝对的经典之作。
顺便我人畜无害的天朝怎么可能是军火销售前五？你们一定搞错了什么=￣ω￣=我们只是援助，恩，援助，那些矿产？喔，那只是人家给我们的谢礼，他们实在太热情了，却之不恭嘛，恩，就是这样，只是援助而已。
ps：武器无罪，有罪的是拿着武器的人。
244,蓝色lx,只有相对才是唯一的，好坏不论，善恶由心
243,撒哈拉de绵羊,每个人都有立场，意见不合便产生摩擦，弱者要么投降，要么被欺凌，要么找强者抱大腿，想维护和平？先让自己足够强大再谈。
242,乐淘淘366,回复 @炒身：你的爸爸国就是发一战财起来的，别用这种口气说你爸爸。
241,不会取萌字喵,谈谈我自己的一点感受，每个人都想过和平幸福的生活，但是我们所过的和平幸福的生活是建立在更多人战乱痛苦的生活之上的,这是每个人必须要接受的事实，我们只能努力去改变它。
240,Usami·J,所以说！只有自己强大，别人弱小才是最大的和平和正义？ 
239,大家好我是吴克,补番(°∀°)ﾉ
238,她城落雨Via,有些小学生的想法真是太幼稚了，这就是一个弱弱弱弱弱肉强食的时代。我非常们庆幸中国能在世界军火上占据一席，自身还能维持着发展和一定的和平。
237,她城落雨Via,回复 @坠入苍穹:幼稚到不行的想法
236,冥冥之中自有天依,莫洛托夫干杯
235,咱亲爹,胜利就是正义。这就是世界的秩序。黑美国包括鸡国的也太天真了。人类社会永远会是这样。
234,蜜汁黑豆,来看看烂片之王……（非黑，凯奇永远是我男神）
233,飞天一炮,其实谁都没有错，错在人类太弱小了。他们之所以相斗都是国家利益使然。
232,飞天一炮,中国现在军售第三，只觉得高兴
231,飞天一炮,要怪怪政府？要怪整个国家的公民！不通过一些黑暗流血的斗争那里有现在的生活？美国也好中国也好，所有生存在地球的国家都是，为了在有限的资源活下去只有不断斗争。
230,兜帽女孩,是不是军火倒卖我不关心，我只想再看看那时还没flop的凯奇叔ಥ_ಥ
229,落单的考拉,擦
啊啊啊啊
228,高川,卖军火必然存在，就像战争必然存在，我不想当圣母去指责那些卖军火的，而我唯一能做的就是自己不去卖（怎么可能去卖啊(╯°口°)╯(┴—┴）
227,流岚诗人,回复 @coldhot3:棒子可没那么吊
226,炒身,回复 @叛徒:像我这种搬砖的小屁民怎能知道上头人的伟大，他们卖军火可是为了中华复兴和跟上时代的步伐，只不过是我玻璃心无法坦然面对而已嘛，发战争财的是米帝，全部都是米帝的错(蛤蛤)
225,聆雨泪,B站既然开放注册想做大，必然要承受小学生泛滥的代价，毕竟鸟大了什么林子都有
224,ふいっしゅ,(;¬_¬)家人对于主角来说是一道锁，弟弟的死亡、妻儿的离开、父母的冷漠让主角化身为恶魔，我觉得弟弟就是主角的良知，妻儿是为人的保险，父母是最后的支柱
223,发芽的大叔,不能理解还要拼命挤出一点话装作理解的样子，何苦呢。另外无限代入男主的意淫团体我喷都懒得喷。
222,发芽的大叔,建议小学生初中生还是不要看了- -不是怕毁三观，是烦到弹幕里恶心人
221,可恶灬然而,回复 @天♂甜♀舔♂：233333
220,飞舞的鉴猪,重温，还是被震撼到了
219,教练菌,呃 被某些弹幕恶心到了。我去吐会→_→。。
218,KV152P,怎么，你们要上联大谴责五大流氓还是去中央谴责啊？
217,即妙者,弹幕让我有一种处在一群起点文看多了和心智永远停留在初中二年级的人中的感觉
好像这部片是为了让你们满足心里那点全世界都是圣母只有你们清醒透彻的龌龊心思拍得似的(´；ω；`)
216,四八,你真幼稚。
215,四八,武器本不会杀人，只有使用武器的人会杀人。
214,困囧炸虾仁,不是第一次看啦。好片
213,X-WX-I,看见烂片王就滚进来了
212,madaoxp,回复 @萌大奶爱欧派:如果是十六岁以下还情有可原，以上的话，这人这辈子智商都没救了
211,四号歼击车,我只能说(〜￣△￣)〜卡的飞起...
210,academix,回复 @老游侠 :有金賺不去賺才中二   別人死又不是自己死還有什麼問題? 就算你不賣也會有另外的人賣  聖母人性是永遠來不及利益重要  就你們的爸爸希望國而言, 全世界軍火你賣得最多,二戰後幾乎所有戰爭都是他挑起  天朝開始賣兩根樹枝你就開始要尿褲子 別發夢了  工頭叫你回去搬磚(笑
209,★萝★莉★控★,很好的一部电影。不过背三观不正的弹幕恶心到了。
208,锋芒丨,故事蓝本维克托布特还没有尼古拉斯凯奇帅。是不是维克托布特出钱请帅哥美化自己？
207,辞赋,ヽ(`Д´)ﾉ好人拿武器杀人叫保护和平，坏人拿武器杀人叫犯罪
(〜￣△￣)〜坏人和好人对肛叫战争
╮(￣▽￣)╭但是没有永远的好人，有些好人因为自身利益用枪杀人，，，然后好人变成坏人。。。。然后。枪:关我卵事，水果刀还能桶死人呢。。。。
206,sovietak47,就算没有任何人卖给他们东西，他们也会找到任何可以打死人的石头，骨头去厮杀。那就不如让他们用一代人的时间杀个痛快，等他们什么时候害怕了，愿意妥协了，愿意经济建设了为止。这样至少可以用一代人的血，换取后面几代人的幸福。而不是永远且穷且杀下去。
205,sovietak47,说的好像中国不卖他们就不打一样。你不卖总有人去卖，该打的照样打。
204,super61,这个画质应该是b站最好的了吧。。。。ps：片里有些弹幕的三观之低下实在让人不忍直视
203,吾之初心丶离别已久,电影很好看~但总有人自以为是
202,Illusionist丶,233333
200,孤独の路灯,回复 @坠入苍穹:卖家总比买家好╮(￣▽￣)╭，世界太残酷，我可不想中国又回到百年前
199,954023025,拍的不错
198,954023025,历届女朋友?你是说左酱和右酱?
197,Drippy稻子,我就不直接回复了。楼上的，或者是接下来想来撕逼的，我第一个词就是“有些”，哪里看得出以偏概全？三观正的人b站大把大把的，吐一声槽反而炸出***了
196,Drippy稻子,回复 @Pharika :我第一个词就是“有些”，您看见了吗？这些弹幕本来就令人反胃，随手吐一声槽，倒炸出***了
194,W·S·Churchill,回复 @库力帕:@军火女王
193,坠入苍穹,一想到中国一直也在干这种事情，我的心里真不是滋味，心累。
192,老游侠,回复 @突破天际的面包 :喂喂 看片吐槽而已
191,突破天际的面包,回复 @老游侠 :过来支持老游侠打击中二(￣3￣)
190,买一送一,nice!!!
189,Pharika,夜里来补了一下经典老片，谢谢up投稿= =
188,Pharika,回复 @老游侠 :别指责他啦，每个人都需要时间长大
187,Pharika,结果编剧拍了这么一长串，就是为了驳倒你这种说法，他们拍了这么久的片真是白瞎了，再看一遍吧，希望你有新的理解
186,Pharika,你除了滥用这种性别歧视词语，以及显示自己的低级之外，没有显示出其他价值，你的论点没错，但是你的结论让人恶心，如果说弹幕是小学没毕业，你这种以偏概全的情绪化论调也是初中没毕业，别和我说微博喜欢这么说，微博的良莠不齐，比起b站也许还要严重，戒掉某些微博常用词，也许能帮你长大
185,老游侠,停止中二言论  当你看到你送出去的枪被人拿来滥杀无辜的时候 你会吓得尿裤子的
184,唯爱果凛,回复 @肉包子/sun :哲学问题，先有认知，还是先有事务？先有西瓜刀还是先有切西瓜的刀的概念？
183,你管我叫什么,其实很简单 武器就是一种商品，或者工具，从打磨过的石头，动物的牙齿，刀剑，弓箭，火铳，大炮，坦克，飞机，导弹，核弹，到未来或许还有什么高达之类的。本质上来说没什么不同，工具而已，满足人类互相争斗，互相掠夺道具而已，即使没有武器商人，战争还会有，即使没有枪，互相杀戮也不会停止，这是我们种族的天性，就像创造和发明一样，我们就是这么进化来的，坦然面对就好，自己遵守法律就好。至于撕逼的，个人感觉没什么必要，中国就是全世界最大的武器供应商之一，没什么可羞愧的，更没什么可骄傲的，这只是正常的生意而已，武器生产出来，不赚钱怎么行。只希望made in china 的子弹少几颗打在中国人身上就好（￣▽￣）
182,你管我叫什么,别扯淡了 好好查查搞清楚再说 你知道电影俄国仓库里都是什么吗 全他妈是96 不是ak 冷战武器早差不多了 ，现在都是made in china
181,狗政委,@GIGAcal
179,AyakaMO,guns don't kill，people do！！
178,Do丨s,@冰火淼焱 求石破天惊(｡･ω･｡)

177,绅士学长,回复 @風追 :所以她也没去告密，已经仁至义尽了
175,黑猫叼着的鱼,(=・ω・=)
174,恶搞发而过,我得了白血病，然后我说你亲妹妹23333
173,LogoK19,回复 @变态的小明:是捷克军火商，随后这些坦克就被运走了
171,風追,回复 @chai1577 :但是爱是真的
170,艾瑞克·狼疮,五大常任(liu)理事国(mang)
169,greentaker,卖花生瓜子爆米花的那个多少钱一斤呀
168,幻世无岸,你手被你弄断几次啊。。。
167,路过的掳人专家,LS 知道香蕉怎么从书上弄下来不
166,对月流歌,五大常任理事国…………
165,白玉晨风,砍香蕉。。。。手无拔香蕉皮之力么。。。
164,张日舰,（￣▽￣）直男癌怒中一枪
162,纯属马甲,烧死(╯°口°)╯(┴—┴
161,萌大奶爱欧派,开着弹幕看了一下，现在怎么有一些小孩的思想这么扭曲啊！特别是顶端红色字幕，简直是中二的爆表，而且还不自知，自以为自己是正确的、看透了世界！！(;¬_¬)
160,Calcariae,回复 @肉包子/sun :想杀人拿个石头都能杀，关键看有没有什么更强的东西制约他，可惜，面对着这种需求，武器的发展反倒是越来越快(⌒▽⌒)
159,路明妃,一群人拿国家利益安慰自己 可所谓的国家利益却用在上层人士的选票和享受中 这种利益却要大众来为之付出 你们可真是“好人”啊
158,路明妃,回复 @chai1577 :哈哈哈哈那架掉漆的飞机
157,早已不开弹幕了,如果只是这样就说明你只是在看着玩儿
156,肥音击,   你是    
155,灬由歌,第一次看这部，估计以前的我不会想这么多...我怎么看都不是军火商的错，又或者真的是军火商的错？╮(￣▽￣)╭这真的是和平宣传吗，我单单看电影就已经觉得有讽刺味道2333
154,爱の美奈子,回复 @RX104FF:借楼上的话“人无完人”，圣人尚且是“有过能改”，评价普通人更不能因为曾经的过错否定全部。一个无法忍受屠杀的人哪怕吸食一公斤，也依然有良知。且比淡定贩卖杀人武器和杀人的人更有良知。
153,香蕉皮皮17,告诉我，我不是一个人！
152,香蕉皮皮17,怎么只有我一个人想歪了？ 凯奇在监狱预言的时候，我还以为他要说我在非洲染了艾滋！然后是我妻子，现在你也感染了！！我不会上法庭，我会死在路上_(:з」∠)_
151,风之牧鞭,西瓜刀被造出来的目的就是切西瓜，而枪被造出来的目的就是杀人。更何况身怀利器，杀心自起，有了枪不用是不可能的。男主说的是歪理，你不要信他_(:3」∠)_
150,暗影新月,正儿八经讲，卖武器和卖西瓜刀一个意思。以前看古惑仔的拿刀互砍，现在看国家和国家拿枪啪啪啪。怪那些卖西瓜刀和枪的咯。我也不知道你们对于动物界的地盘之争是个什么想法，动物也是为了钱去打架咯，动物也是拿着枪在相互啪啪啪咯。_(:3」∠)_
149,帝王级i型歼星舰,左边是潘神 右边是战争之王←_←
148,吃完肯德基打死你,看到战争之王原谅我想起了潘森(°∀°)ﾉ
147,chai1577,她的婚姻一开始就是从谎言开始的。男主角对她表示的一切都是伪造的，包括一开始谈恋爱时那架飞机。
146,大丧失型小夜猫,太赞了(=・ω・=)
145,小小未来,一开始是无聊看的，没想到结局这么深刻。。。 we are living in the hell
144,秋刀鱼RJ,苍老师爆炸了。。。萝拉漏气了。。。加藤鹰磨破了。。。还有谁谁谁也掉色了。。。
143,Drippy稻子,跟踪自己丈夫这事，如果不是她老公骗她说自己去做石油她表示怀疑才不会去跟踪呢。先被背叛的是她吧？
142,Drippy稻子,有些弹幕真的很糟糕，我就见不得有人说超模老婆是贱女人，她哪里贱了？拿自己心理阴暗来嘲讽别人三观正。还有什么“老婆走了有钱还可以再找一个弟弟死了真可惜”，b站其实是盛产直男癌的地方。
141,AntMan,算了，那些美分和丧失无异，没脑子
140,炒面包,我就看看我不说话(｀・ω・´)
139,月晕而风,没意义的...我不禁想起了美利坚正义的使者们指责卢旺达种族灭绝中那些侩子手们用的刀是made in china...但是我们卖给他们是看香蕉的刀啊..
138,神秘里世界BOY,丨d(ŐдŐ๑)
137,触手x,回复 @爱の美奈子 :在这里争执这些就跟在绝命毒师那边争执一样，人无完人，说实在的这只是编剧。( ´_ゝ｀)
136,RX104FF,回复 @爱の美奈子 :不，是以正常人的标准，就算生活在布鲁克林的普通人也不会吸150克，反正评价所谓的“瘾君子”：为有“良知”的“人”已经超出正常人的标准
135,爱の美奈子,╮(￣▽￣)╭
134,希学长,别吐槽了，凯奇大叔欠中国债前的片子还可以的(｀・ω・´)
133,GreatGilgamesh,做看74楼，圣光女侠大战B站键盘侠。附带，卖花生瓜子爆米花啦！
132,爱の美奈子,回复 @RX104FF:如果以圣人的标准要求人，说没良知也随意。但对不以刻板的标准评价人、能辩证评价人的人，瘾君子也可以是有良知的。
131,ROCK大叔,求ed 的歌曲名！！！
130,宅宅们有人爱,高分(〜￣△￣)〜
129,RX104FF,哦，原来自己一个人吸了150克的人还是个有良知的人啊，在此对B站圣女键盘小斗士们说声抱歉了啊
128,佚名ヽ,结尾实在神嘲讽。(｀・ω・´)
127,佚名ヽ,国家请务必让我替你卖军火。(｀・ω・´)
126,禀桐言,唯一的良知弟弟，就和上面一样，卖了一手的好队友，不管结果带来什么，良知是愚蠢的......但不管做什么事，给自己留下一丝良知，这只是不让你在道路上迷失的自我。 
过去看这种黑暗系都觉得太过夸张，但大学了走近社会了，渐渐发现不是太夸张了而是自己太肤浅了，和电影感触一样，累。
还有看作品不是纠结于过程，是看到作者表达的内容。  
125,爱の美奈子,回复 @CIA_Kevin :首先弟弟去不是为了搞砸，是为了保护他哥哥，他哥也可以选择不去，但B站键盘大神就喜欢让弟弟背锅。
然后弟弟搞砸了啥？
最后不论什么情况什么理由，也不论他犯过什么错，他最为一个有底线的人，不能再心安理得的卖军火有什么错？
他无能、毒瘾，但是他没有以“我不卖也救不了他们”或“没人能阻止厮杀”这种理由去做个窝囊废。他的结局看似傻，其实他比B站键盘侠清醒的多。
124,CIA_Kevin,他弟弟就是一个junkie 他们不想把事情把事情搞砸但他们总会把事情搞砸 有良心 他可以选择不去 但在非洲那种混乱情况下精神崩溃 会对自己身边的人造成潜在伤害 骂他不是因为他有良心 骂他是因为他总在关键和敏感的时刻把事情搞砸
123,CIA_Kevin,勇闯夺命岛和变脸才是烂片吧。。。 个人观点
122,爱の美奈子,唯一良知的弟弟被弹幕大神喷成蠢、杂碎。匍匐在地上的也有资格向往天空。弟弟做了发乎本心的事，不论有无意义，都比因为没(不)用(敢)而憋屈在心里不作为的窝囊废强。
121,shoter,就知道少不了撕b（￣▽￣）
120,RX104FF,没什么洗不洗地的，没了军火人类照样自残就像地球自转一样正常
119,月不见月,回复 @穂むら:最烂的不是死灵骑士2么
118,月不见月,挺恶心的，总感觉是军火商在自我辩解，这种事本来就不地道，干的死全家
117,赢惑,回复 @白濱兼一:666666
116,技术宅拯救萝莉,回复 @a10大神:看看距离……目测人家带空格了
115,龙龙厄狗,没有害人之心不需要枪 你说拿来自卫？ 当你有枪自卫的时候 想伤害你的人早就枪口对准了你~
114,kaka833,看过这个，贼好看
113,阿妮娅,心目中的神剧~好多经典台词
112,yyy凉介,我是来看 杰瑞德莱托 的
111,地图开疆文件强国,←_←您的三观就一定是宇宙真理？
→_→昆明罪犯：我无罪，兵也。
110,女澡堂的绅士,反正这些问题是其它四个流氓的事，跟我们有什么关系？恕我无知，没听过国内还有这种人(╯3╰)
109,纳尼呆毛,回复 @库力帕:死的人多了 就只是一个数字而已
108,初犬大大,up主良心，只求把惊天危机一起放上去
107,丿Archangel,tm现在弹幕都这么sb 看到快结尾实在是忍不住了？sb弹幕
106,御坂同萌,我比较喜欢打枪
105,消逝的优酱,一堆低级弹幕，连基本的三观都没有，小学生给军火商洗地的话那我是不是该为昆明事件叫好？祝绿绿们多杀几个杂碎？反正死的人不是我，他们早晚都得死
104,月♂魂,回复 @deze1973:勇闯夺命岛和变脸就不错
103,失眠的暗黑龙,回复 @@Akiba_東方餡掛炒粉:不用任何别的电影对比，这部片子本身就已经是一部精品，8分左右的好电影。说烂片王的大多是跟风而已，实际上凯奇恐怕是大多数中国人接触到的好莱坞演员里佳片最多的一个了。
102,红色高能君,这张剧照没有子弹脸那张好看
101,Sakura丶biubiu,其实他们并没有错，错的是掌握这战争主导的人
100,初昊机,凯奇最近狂接烂片，晚节不保_(:3」∠)_
99,初昊机,回复 @库力帕:(｀･ω･´)世界上做这种生意的人有几个是好人，就算他们是好人，在他们卖出第一颗子弹的时候就已经是罪人了
98,初昊机,回复 @嗷唔嗷唔嗷嗷唔:还有姬佬(｀･ω･´)
97,DreamCrow,回复 @库力帕:nice说得好
96,初昊机,回复 @a10大神:＋1我要给他一台诺基亚
95,木槿烟花巷,很棒的电影，在全班放过的
94,Duskstar,封面让我想起COD11..
93,LynchYin,在石块之前还有牙齿、拳头…雄性本身就为战争而存在…几亿年前就是如此了，现在是因为资源和生产力满足人们的需求，等到了不满足，还是要打的。
92,LynchYin,哈哈，感觉主要是黑苏联。
91,SeraphMichael,说烂片的并不是说这片子烂吧。。可能只是觉得烂片是开启的Tag。。
