20,sadlovesurvive,看电影里，多重人格都能和自己对话，游戏王算不算
19,失控的破碎,棒棒的，不过现实生活中的多重人格会不会也这样（据我所知有好多人自认为自己是多重人格，可多重人格是稀有品！）
18,懒猫905,很好看，强烈推荐！
17,大雄家老婆,经典
16,鲶卷西风,完全不用担心哔站女生会害怕还是造成什么心理问题。。。
15,南阳离火,这部电影好像被评为2003年的年度最佳恐怖片，另外几部曾得过其它年份的年度最佳影片有:《人皮客栈》、《生人勿近》、《林中小屋》等等。
14,风枫suk,结局出乎意料啊，太好看了
13,米白君,(╯°口°)╯(┴—┴
12,米白君,这个故事告诉我们..........不要随意在高速公路上丢垃圾..这血案......
11,NavyFrogman,多重人格分裂症太可怕了，吓死我了
10,masircn,好看吗？
9,末日2020,名字好熟悉。。。。
8,何以笙箫默默默,看着看着觉得我看过
7,她比烟花都寂寞,第一次有点没看懂  想通了就好
6,面对面躲猫猫丶,(=・ω・=)
5,SAMEK,一个小孩惯穿整部电影
4,懒猫加加菲,惊悚 经典
3,心机boys,超级经典，好看，约翰库萨克演的真好
2,李安迪哟,有点诡异的片子，女生建议不要单独看，
1,空城旧梦已是昨日,什么情况
