19,杜梦婷,大爱和莎莫的500天！
18,浩克曾是小鲜肉,刚出来那会就看过了，有人说看完觉的好甜，可是我看完觉得好难过
17,虫鸣早早早, 看到最后觉得好甜。跟着囧瑟夫走过这条路(=・ω・=)
16,那夜0床塌了, 我想问 片头那段话是什么意思
15,那夜0床塌了,夏天走了 秋天还会远么
14,搞姬木有小鸡鸡,女主是仙境之桥里的女老师？
13,约,(´；ω；`)
12,IMPERIALA3,（/TДT)/
11,哥是高手啊哈,我很久以前看的时候就在qq音乐上听完了ost！！真的好好听！！还有一首是卡拉布吕尼唱的！！没错就是那个法国前总统夫人的！！都很好听！！！
10,Jerrycans,好喜欢的电影，现实题材但又浪漫喜剧，女主美美的
9,JasonJobsLi,来看酱油科的。。。。。
8,蔡蔡olivia,喜欢❤️
7,二缺香,非常喜欢的一部爱情电影
6,傲慢的阿屎,囧瑟夫啊！非常喜欢的一部电影！
5,啊啦啦巴巴,我就为了看囧瑟夫的颜值，就这
4,我才是飞行棋好不好,ost绝对是这部电影的增分点
3,桔子汁汽水,奔女主来的有多少
2,心随梦求满天星,最喜欢的一部关于爱情的电影，虽不完美，但没有之一。(=・ω・=)
1,威猛的老司机,伊左的电影怎么感觉都是些古灵精怪的神经女。。
