【BD·720p】【高分科幻动画×真人】未来学大会（2013）【中英字幕】,77709,54,1085,2375,直传 【豆瓣评分7.5 IMDB6.5】曾经名噪一时的女明星罗宾·怀特早已过期，45岁的她因为执拗和任性毁掉的很多机会，也让公司老板杰夫渐渐失去了耐心。杰夫逼迫她签下演员生涯最后一份合约，从此罗宾的名字和三维扫描后的虚拟形象只能出现在公司的展示墙上和数字时代的电影中。罗宾起初极度抵制，但在经纪人艾尔的竭力劝说下，同时考虑到儿子亚伦的状况，这个倔强的女人选择妥协……
本片根据波兰的科幻作家短篇小说改编。
