【BD·720P】【动作/科幻】死亡飞车 2008【中英特效字幕】,81745,60,2643,1499,直传 主演: 杰森·斯坦森 / 琼·艾伦 / 伊恩·麦柯肖恩 / 泰瑞斯·吉布森 / 娜塔丽·马丁内兹
　故事发生在不远的未来，一片后工业时代的荒凉废墟之上，有一座装满了各种凶神恶煞的监狱，里面的每一个犯人都曾犯下了穷凶极恶的罪行……这座监狱里的犯人们有着一个非常可怕的“娱乐项目”，其实也是监狱长强加在他们身上的，那就是每年都要举行一次残忍恐怖的体育赛事——死亡飞车，监狱长则通过网络视频让全世界都看到整个比赛过程中的血腥和暴力。。。


