20,加濑绿,同名动画哪里能找到？求搬运
19,快去西天请如来佛主,莫名的感动和温馨，清早看完感觉一天心情都会不错。
18,虎皮西瓜,很多年前看过，一直想再看一看，没想到在B站找到了，谢谢UP主！
17,传说中的白石,多谢，好久没人来看了= =
16,木桁,好看
15,夜小忆,为毛黑血精灵啊喂！讨厌的话也不用这么明摆着说出来吧！我觉得凡是了解过这个种族的历史就不会说出讨厌着个词。
14,可,虽然我也看得懂这要表达的是什么
但我也不会喜欢这种电影的...与其表达这种被表达了无数遍的东西
还不如去制造真正的幸福
13,啊啦垃圾君,说老实话 我能明白它想表达什么 但我想我不会喜欢上这种电影的吧
12,CaptainE,BE有什麽好討厭的= =+
11,JimiHendrix,行动让矮子成为巨人
10,河童又叫契约,虽然认认真真看完，但我不知道自己理解了些什么
9,铁枝树干,mark
8,SSeeTT,结尾还有一段
7,SSeeTT,80分钟有舞蹈
6,大自在天,嘴唇合不上的男猪。
5,LZ,就看了跳舞了
4,涼風遙,血精灵舞蹈知道的
3,夏娜酱の忧郁,啊啊~我总共100积分全部贡献给2白君了~加油哦~
2,LosBA,拿过奥斯卡的呀
1,传说中的白石,从昨天凌晨到现在，花了一天的时间才搞好的，希望大家喜欢。
